Brand Name,Fragrance Name,Family,Main Accords,Key Characteristics / Comparisons,Notes Breakdown - Top,Notes Breakdown - Middle,Notes Breakdown - Base,Sillage Performance,Longevity Performance,Wearability Gender,Wearability Best Seasons,Wearability Time of Day,Fragrantica Page,Concentration,Bottle volume (ml),Opened,Batch number,Production date,Expiration date,Barcode,Extra information,Perfumer,Launch year,Ingredients,Thumbnail image,Extra bottle,"Personal rating
(1 worst to 10 best)",Woman likes
Lattafa Perfumes,Confidential Platinum,Woody Aromatic,"citrus, fresh spicy, ,woody, aromatic, amber, marine, musky, fresh, animalic, salty","Fresh, clean, and woody fragrance. Community reviews highlight its bright citrus opening and ""blue freshie"" DNA, often comparing it to Chanel Allure Homme Sport and Dior Homme Sport. Some also see a resemblance to Versace Dylan Blue or Bleu de Chanel. Its invigorating and versatile profile makes it a highly praised and affordable choice for warmer days (spring/summer) and daily wear","Citruses, Bergamot, Cypress and Black Pepper","Sea Notes, Woodsy Notes and Olibanum","Ambergris, Musk, Labdanum and Moss","Moderate, Intimate","Moderate, Weak","Male, More male","Spring, Summer",Day,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Confidential-Platinum-78549.html,EDP,100,08/2025,MLN6.0902224,10/2024,10/2029,6291107459714,,Unknown,2022,"ALCOHOL DENATURED, FRAGRANCE ACTIVE INGREDIENTS, WATER(AQUA), LINALOOL, LIMONENE, CITRONELLOL, BENZYL SALICYLATE, COUMARIN, ALPHA-ISOMETHYL IONONE, GERANIOL, CITRAL, BENZYL BENZOATE",https://fimgs.net/mdimg/perfume-thumbs/375x500.78549.avif,,,
Lattafa Perfumes,Ejaazi,Oriental,"woody, amber, citrus, fresh spicy, aromatic, warm spicy, musky, fresh, earthy, lavender","Fresh, spicy, warm, and woody amber scent with an engaging profile that balances opening notes of citrus and cardamom with a masculine heart of sandalwood, lavender, and patchouli and a warm base of moss and amber; it is often compared to a blend of Dior Sauvage EDT (due to the ambroxan freshness) and the warm spice of Prada Luna Rossa Carbon or Azzaro Wanted, making it a versatile, signature-scent worthy fragrance best suited for year-round, daytime wear, though it works especially well in spring and fall. A steal for the price, unique scent with semi-salty, semi-sweet, thick woodsy notes, long-lasting when oversprayed. May cause nose blindness if oversprayed.","Citruses, Orange, Lavender, Cardamom, Myrtle","Pepper, Patchouli, Lily-of-the-Valley, Cinnamon Leaf","Ambroxan, Woodsy Notes, Amber, Cedar, Oakmoss, Vetiver","Moderate, Strong","Moderate, Long lasting","Male, More male","Winter, Spring, Summer, Fall",Day,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Ejaazi-68228.html,EDP,100,06/2025,M10-230502308,06/2023,06/2028,6291106069020,,Unknown,2018,"ALCOHOL DENAT., PARFUM (FRAGRANCE), WATER (AQUA), LIMONENE, LINALOOL, HYDROXYCITRONELLAL, COUMARIN, CITRONELLOL, HEXYL CINNAMAL, CITRAL, GERANIOL",https://fimgs.net/mdimg/perfume-thumbs/375x500.68228.avif,,,
Lattafa Perfumes,Fakhar Black,Oriental,"Aromatic, fresh spicy, woody, fruity, fresh, citrus, lavender, amber, green, herbal","Sweet, fresh, and slightly spicy ambroxan-forward aromatic fougère with prominent notes of apple, bergamot, lavender, tonka bean, and ambroxan, offering a mass-appealing, clean, and modern profile; it is consistently reviewed as an extremely close and powerful clone of Yves Saint Laurent Y Eau de Parfum (Y EDP), and due to its clean freshness and versatility, it is best suited for year-round wear, though it excels in spring and fall days and evenings. Affordable price, excellent value. Fresh and versatile. May be too linear","Apple, Bergamot, Ginger","Lavender, Sage, Juniper Berries, Geranium","Tonka Bean, Cedar, Amberwood, Vetiver","Moderate, Strong","Moderate, Long lasting","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Lattafa-Perfumes/Fakhar-Black-70465.html,EDP,100,06/2025,ML10.0201168,02/2025,02/2030,6291107456058,,Unknown,2022,"Alcohol denat, 80% vol., Parfum (Fragrance) Aqua (Water) Ethyle hexy methoxycinnamate Butyl meth oxydibenzoylmethane Ethyle hexylsalicylate CI 15985, CI 60730, CI 17200",https://fimgs.net/mdimg/perfume-thumbs/375x500.70465.avif,,,
Lattafa Perfumes,Hayaati Al Maleky,Oriental Spicy,"Amber, Musky, Fresh Spicy, Woody, Powdery, Animalic, Soft Spicy, Citrus, Balsamic","Spicy, woody, musky, and slightly sweet oriental scent with key notes of nutmeg, pink pepper, ginger, cedarwood, and ambergris, often compared to Paco Rabanne Phantom or similar synthetic, youthful, sweet-fresh fragrances; while some find it versatile for all seasons, its overall warmth and spicy depth make it best suited for cooler days in fall and winter, especially for evenings. Sweet, tropical, coconut caramel scent. Good value","Pink Pepper, Nutmeg, Bergamot, Ginger","Cedar, Woody notes, Incense, Labdanum","Musk, Amber, Ambergris","Moderate, Strong","Moderate, Long lasting","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Lattafa-Perfumes/Hayaati-Al-Maleky-84306.html,EDP,100,07/2025,ML3.1001297,10/2024,10/2029,6291108734056,,Unknown,2022,"ALCOHOL DENAT, PARFUM (FRAGRANCE), AQUA (WATER), ETHYLHEXYL METHOXYCINNAMATE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, CI 15985, CI 60730, CI 17200",https://fimgs.net/mdimg/perfume-thumbs/375x500.84306.avif,,,
Lattafa Perfumes,Khaltaat Al Arabia Royal Blends,Oriental Spicy,"fruity, warm spicy, amber, sweet, woody, fresh spicy, musky, powdery","Some find resemblances to Paco Rabanne 1 Million for its fruity-spicy opening, though is considered more mature and sophisticated with its amber and wood drydown. Seen as a unique blend rather than a direct clone of a single popular fragrance. Considered versatile and mass-appealing scent, its warmth makes it best suited for cooler days (fall/winter), as it can be too heavy for hot weather.",Fruits and Apple,"Spices, Nutmeg and Clove","Amber, Woodsy Notes and Musk","Moderate, Strong","Moderate, Long lasting","Unisex, More female","Winter, Spring, Fall","Day, Night",https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khaltaat-Al-Arabia-Royal-Blends-64946.html,EDP,100,08/2025,M02-230601780,07/2023,07/2028,6291106065053,,Unknown,2020,"Alcohol Denatured, Water(Aqua), Fragrance Active Ingredients, Benzyl Salicylate, Linalool, Limonene, Hydroxycitronellal, Citral, Coumarin, Benzyl Benzoate, Eugenol, Alpha-Isomethyl Ionone, Citronellol, Cinnamal, Isoeugenol, Hexyl Cinnamal",https://fimgs.net/mdimg/perfume-thumbs/375x500.64946.avif,,,
Lattafa Perfumes,Khaltaat Al Arabia Royal Delight,Fruity / Woody,"Fruity, Amber, Musky, Woody, Powdery, Sweet, Fresh Spicy, Fresh, Warm Spicy, Green","Bold, sweet, and robust fruity, woody oriental scent dominated by a massive, photorealistic note of apple pie or baked caramelized apple along with prominent notes of spices (cinnamon/nutmeg), musk, and deep woods (oakmoss/oud); it is frequently compared to fragrances in the profile of Kilian Angels' Share or Apple Brandy on the Rocks (due to the prominent boozy/sweet apple), and its heavy, gourmand warmth makes it strictly best suited for cold weather in the fall and winter","Fruity Notes, Apple","Spicy Notes, Nutmeg","Amber, Musk, Woody Notes","Moderate, Strong","Moderate, Long lasting","More male, Male","Spring, Fall, Summer Nights","Day, Night",https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khaltaat-Al-Arabia-Royal-Delight-83077.html,EDP,100,06/2025,M02-230902178,09/2023,09/2028,6291106065060,,Unknown,2020,"Alcohol Denat., Parfum (Fragrance), Aqua (Water), Benzyl Salicylate, Linalool, Limonene, Citral, Coumarin, Geraniol, Alpha-Isomethyl Ionone, Citronellol",https://fimgs.net/mdimg/perfume-thumbs/375x500.83077.avif,,,
Lattafa Perfumes,Khamrah Qahwa,Oriental Vanilla,"Warm spicy, sweet, vanilla, cinnamon, coffee, amber, powdery","Intense, sweet, spicy gourmand scent with dominant notes of cinnamon, cardamom, praline, candied fruits, and a subtle coffee note in the dry down, often described as an ""elevated"" or ""gingerbread cake"" version of the original Lattafa Khamrah (which is a clone of Kilian Angels' Share); its robust, warm, and heavy profile makes it strictly best suited for cold weather, specifically fall and winter days and evenings. Winner of FRAGRANTICA Readers' Choice Awards 2024","Cinnamon, Cardamom, Ginger","Praline, Candied Fruits, White Flowers","Vanilla, Coffee, Tonka Bean, Benzoin, Musk","Strong, Moderate","Long lasting, Eternal","Unisex, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-Qahwa-88175.html,EDP,100,07/2025,MLN3.1100561,11/2024,11/2029,6290360593661,,Unknown,2023,"Alcohol Denat, Fragrance (Parfum), Water (Aqua), Linalool, Limonene, Hydroxycitronellal, Citral, Coumarin, Geraniol, Benzyl Benzoate, Eugenol, Cinnamal, Cinnamyl Alcohol, Isoeugenol",https://fimgs.net/mdimg/perfume-thumbs/375x500.88175.avif,,,
Lattafa Perfumes,Malik Al Tayoor Concentrated,Aromatic,"Fruity, Fresh, Green, Ozonic, Aquatic, Aromatic, Sweet, Woody, Amber, Musky","Highly-rated, affordable, fresh, fruity, and aromatic unisex scent with prominent notes of apple, pineapple, and bergamot paired with violet leaf and a cashmere/labdanum base, offering a clean, modern, and uplifting profile; it is frequently compared to fragrances in the style of YSL Y EDP and Paco Rabanne Invictus (specifically the aquatic freshness) and is overwhelmingly best suited for warm weather, excelling in spring and summer daytime wear. Excellent value. Fresh, sweet, uplifting. Strong apple notes, green base. Aquatic notes. Versatile","Apple, Pineapple, Bergamot","Violet Leaf, Clary Sage","Cashmeran, Labdanum","Moderate, Strong","Moderate, Long lasting","Male, More male","Spring, Summer",Day,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Malik-Al-Tayoor-Concentrated-72823.html,EDP,100,06/2025,M05-240800809,09/2024,09/2029,6291108731857,,Unknown,2022,"Alcohol Denatured, Fragrance Active Ingredients, Water(Aqua), Benzyl Salicylate, Linalool, Limonene, Hydroxycitronellal, Citral, Coumarin, Geraniol, Benzyl Benzoate, Alpha-Isomethyl Ionone, Citronellol, Benzyl Alcohol",https://fimgs.net/mdimg/perfume-thumbs/375x500.72823.avif,,,
Lattafa Perfumes,Mashrabya,Oriental Vanilla,"Sweet, Tobacco, Cinnamon, Warm spicy, Caramel, Vanilla, Fruity","Sensual, sweet, smoky, and long-lasting Oriental Gourmand scent with prominent apple shisha, tobacco, and caramel notes, often compared to Kilian's Smoking Hot, and is best suited for cooler weather like fall and winter due to its rich, warm profile. ""Sweeter take on smoking hot,"" ""basically a 1:1"" after maceration. ""Unique, unknown, and underrated."" ""Almost hypnotic, sweet, very smokey, and even a bit musky""","Apple Shisha Accord, Pink Pepper","Tobacco, Cinnamon, Dates","Oud Smoke, Caramel, Vanilla, Patchouli","Strong, Moderate","Long lasting, Moderate","Unisex, More male","Winter, Fall","Day, Night",https://www.fragrantica.com/perfume/Lattafa-Perfumes/Mashrabya-100127.html,EDP,100,07/2025,NL11.0201777,03/2025,03/2030,6290360598321,,Unknown,2024,"Alcohol Denat, Parfum, Aqua, Benzyl Salicylate, Linalool, Limonene ,Citral, Coumarin, Geraniol, Eugenol, Alpha-Isomethyl Ionone, Citronellol",https://fimgs.net/mdimg/perfume-thumbs/375x500.100127.avif,,,
Lattafa Perfumes,Opulent Dubai,Oriental Floral / Gourmand,"citrus, tropical, fruity, woody, fresh spicy, sweet, fresh, aromatic, white floral, terpenic","Vibrant, fruity, and woody profile. It opens with tropical mango and bright citrus/ginger, moving to florals and woods, and settling into a warm, ambery, and woody base. It's largely compared to Boadicea the Victorious's God of Fire. Its fresh yet rich character makes it excellent for warmer days (spring/summer)","Mango, Grapefruit, Lemon and Ginger","Jasmine, Cedarwood and Violet","Woodsy Notes, Benzoin, Ambergris and Oakmoss","Moderate, Strong","Moderate, Long lasting","Unisex, More male","Spring, Summer",Day,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Opulent-Dubai-105609.html,EDP,100,08/2025,M02-250600221 / 28282,06/2025,06/2030,6290362341321,,Unknown,2025,"ALCOHOL DENATURED, WATER(AQUA), FRAGRANCE ACTIVE, INGREDIENTS, LINALOOL, LIMONENE, CITRAL, GERANIOL, BENZYL BENZOATE, EUGENOL, ALPHA-ISOMETHYL, IONONE, CITRONELLOL, BENZYL CINNAMATE, CINNAMAL, CINNAMYL ALCOHOL, ISOEUGENOL",https://fimgs.net/mdimg/perfume-thumbs/375x500.105609.avif,,,
Lattafa Perfumes,Qaa'ed,Oriental,"Warm spicy, leather, cinnamon, woody, oud, vanilla, powdery, amber, aromatic, animalic","Long-lasting, potent, warm, spicy, and woody Oriental fragrance, featuring dominant notes of cinnamon, cardamom, vanilla, leather, and oud that create a rich, slightly smoky profile; it is frequently compared to scents like Dolce & Gabbana's Velvet Desert Oud and is best suited for cold weather, evenings, and formal occasions due to its deep, intense, and enveloping character. Great value, spicy and woody notes prominent, impressive longevity and sillage. Not well suited for warmer seasons, opening may be too spicy. Reminds of Nuit d'Issey Polaris Issey Miyake","Cinnamon, Cardamom, Bergamot","Saffron, Sandalwood, Cedar, Carnation","Agarwood (Oud), Vanilla, Leather, Amber","Strong, Moderate","Long lasting, Eternal","More male, Male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Qaa-ed-64949.html,EDP,100,06/2025,UNREADABLE,02/2024,02/2029,6291107450414,,Unknown,2018,"Alcohol Denat, Parfum, Aqua, Limonene, Geraniol Eugenol, Alpha-Isomethyl Lonone, Citronellol, Cinnamal",https://fimgs.net/mdimg/perfume-thumbs/375x500.64949.avif,,,
Lattafa Perfumes,Ra'ed Silver,Oriental Spicy,"warm spicy, citrus, vanilla, amber, cinnamon, powdery, animalic, fresh, leather, musky","Consistently reviewed as a versatile, warm, spicy, and citrusy Amber fragrance with prominent notes of mandarin, spices (saffron, cinnamon), vanilla, and leather, offering a hybrid profile that is often compared to Mancera Cedrat Boise and Paco Rabanne Pure XS Night, and is considered great for all seasons, especially cooler days like fall and spring","Citruses, Spices, Mandarin Orange","Cinnamon, Amber, Cloves, Saffron","Vanilla, Musk, Leather, Ambergris, Agarwood (Oud)","Moderate, Strong","Long lasting, Moderate","More Male, Unisex","Winter, Fall",Night,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Ra-ed-Silver-75900.html,EDP,100,06/2025,MN01-240100118,01/2024,01/2029,6291107456072,,Unknown,2021,"Alcohol Denatured, Fragrance Active Ingredients, Water(Aqua), Benzyl Salicylate, Linalool, Limonene, Citral, Geraniol, Eugenol, Alpha-Isomethyl Ionone, Citronellol, Farnesol, Isoeugenol",https://fimgs.net/mdimg/perfume-thumbs/375x500.75900.avif,,,
Lattafa Perfumes,Raghba,Oriental Vanilla,"vanilla, sweet, oud, amber, powdery, balsamic, smoky, woody, warm spicy, musky","Lattafa Raghba is a warm, sweet, and smoky oriental vanilla fragrance with prominent oud and incense notes, balanced by vanilla and sugar. It's known for its strong longevity. While not a direct clone of any single popular fragrance, its deep, balsamic, and sweet character makes it ideal for cold weather and evening wear","Vanilla, Sugar, Agarwood (Oud), Incense, Sandalwood, Musk",N/A,N/A,"Moderate, Strong","Moderate, Long lasting",Unisex,"Winter, Fall",Night,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Raghba-25807.html,EDP,100,08/2025,M02-230601709,07/2023,07/2028,6225709773235,,Unknown,2000,"Alcohol denat, Parfum Fragrance Aqua Water, Coumarin, Cinnamal, D-limonene, Farsenol, Isoeugenol, Eugenol, Linalool, Cinnamyle Alcohol",https://fimgs.net/mdimg/perfume-thumbs/375x500.25807.avif,,,
Lattafa Perfumes,Raghba Wood Intense,Oriental Woody,"Woody, amber, sweet, balsamic, smoky, caramel, vanilla, oud, powdery, soft spicy","More intense, smoky, woodier than original Raghba. Highlights precious accords of trees with sweet caramel and liquorice. Good value. Suitable for cold weather. Long lasting. Can be overpowering if oversprayed. Reminds of Raghba Lattafa Perfumes (209 votes), By the Fireplace Maison Martin Margiela (142 votes).","Caramel, Licorice, Guaiac Wood, Cedar","Agarwood (Oud), Sugar, Sandalwood, Cashmere Wood","Incense, Vanilla, Amber, Oakmoss, Musk","Strong, Enormous","Long lasting, Eternal","Male, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Raghba-Wood-Intense-28713.html,EDP,100,07/2025,M02-230701725,07/2023,07/2028,6291106064070,,Unknown,2014,"Alcohol Denat., Parfum (Fragrance), Limonene, Linalool, Citral, Citronellol, Geraniol, Coumarin, Eugenol, Farnesol, Benzyl Benzoate, Benzyl Salicylate, Isoeugenol, Alpha-Isomethyl Ionone, Amyl Cinnamal, Anise Alcohol, Hexyl Cinnamal, Cinnamal, Cinnamyl Alcohol, Evernia Prunastri Extract, Evernia Furfuracea Extract, Benzyl Cinnamate, Methyl 2-Octynoate, Benzyl Alcohol",https://fimgs.net/mdimg/perfume-thumbs/375x500.28713.avif,,,
Lattafa Perfumes,Shaari,Oriental Spicy,"Warm Spicy, Amber, Leather, Smoky, Oud, Powdery, Animalic, Balsamic, Woody, Cinnamon","Strong, unique, spicy, warm Oriental Leather fragrance with dominant notes of saffron, cinnamon, oud, incense, and a prominent leather note; it is often compared to the challenging, smoky profile of Amouage Interlude Man or the leather of Memo Irish Leather, and is overwhelmingly considered best for cooler weather like fall and winter due to its rich, intense, and dark projection. Unique and complex hybrid. Less polarizing than most leather fragrances. Strong performer. Niche quality at a fantastic price. Not a safe blind buy","Agarwood, Saffron, Cinnamon","Sandalwood, Rose","Leather, Incense, Amber, Vanilla, Musk","Strong, Moderate","Long lasting, Moderate","Unisex, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Shaari-83060.html,EDP,100,08/2025,M03:0900562,09/2020,09/2025,6291107454054,,Unknown,2020,"Alcohol Denat, Aqua/Water/Eau, Parfum/Fragrance, Ethylhexyl Methoxycinnamate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Limonene, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Citral, Benzyl",https://fimgs.net/mdimg/perfume-thumbs/375x500.83060.avif,,,
Lattafa Perfumes,Shaheen Silver,Chypre Fruity,"earthy, mossy, woody, citrus, patchouli, aromatic, musky, powdery, fresh spicy, green notes","Earthy, mossy, green characteristics. Some note lack of fruitiness compared to Aventus. Good to strong performance. Reminds of Aventus Creed, Club de Nuit Intense Man Armaf, Hacivat Nishane, Supremacy Not Only Intense Afnan.","Bergamot, Cassis","Patchouli, Rose","Oakmoss, Musk, Amber","Moderate, Strong","Long lasting, Moderate","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Lattafa-Perfumes/Shaheen-Silver-82815.html,EDP,20,07/2025,UNKNOWN,09/2023,09/2028,752013698547,Tester,Unknown,2022,"Alcohol Denat, Fragrance (Parfum), Water (Aqua), Linalool, Limonene, Citral, Geraniol, Citronellol, Farnesol",https://fimgs.net/mdimg/perfume-thumbs/375x500.82815.avif,,,
Lattafa Perfumes,Suqraat,Aromatic,"Fresh Spicy, Citrus, Musky, Powdery, Aromatic, Lavender, Woody, Ozonic, Fresh, Aquatic","Fresh, aromatic, citrusy, and slightly smoky men's fragrance featuring notes of bergamot, ginger, lavender, violet leaf, and a base of musk and amber; it is widely and consistently compared to the discontinued Giorgio Armani Acqua di Gio Profumo and is best suited for warm weather, specifically spring and summer days as a refreshing and versatile signature scent. Versatile for summer, good bottle, affordable. Fresh, uplifting, safe, clean","Bergamot, Ginger","Lavender, Violet Leaf","Musk, Sandalwood, Amber","Moderate, Intimate","Moderate, Long lasting","Male, More male",Summer,Day,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Suqraat-75471.html,EDP,100,06/2025,UNKNOWN,UNKNOWN,UNKNOWN,6291108732045,,Unknown,2022,"Alcohol Denat, Fragrance (Parfum), Water (Aqua), Linalool, Limonene, Benzyl Salicyiate, Geraniol, Citronellol, Eugenol, Citral",https://fimgs.net/mdimg/perfume-thumbs/375x500.75471.avif,,,
